GEOID,Indicator,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Hessen,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials  Local units - number",87,83,390,400,382,375,376,363,341,324,319
Hessen,"Manufacture of motor vehicles, trailers and semi-trailers  Local units - number",,72,381,378,373,338,313,313,284,282,294
Hessen,Manufacture of paper and paper products  Local units - number,67,66,359,346,337,324,306,303,288,290,285
Hessen,Retail sale of automotive fuel in specialised stores  Local units - number,,,,,,,417,431,277,288,276
Hessen,Retail sale via stalls and markets  Local units - number,,,,,,,385,277,257,245,261
Hessen,"Water collection, treatment and supply  Local units - number",152,150,148,152,152,156,155,152,150,147,230
Hessen,Manufacture of textiles  Local units - number,39,37,183,193,198,198,200,194,183,184,191
Hessen,Manufacture of furniture  Local units - number,41,39,204,186,217,201,218,182,176,179,180
Hessen,Manufacture of beverages  Local units - number,43,44,229,210,209,198,201,206,193,172,167
Hessen,Mining and quarrying  Local units - number,90,85,224,195,185,171,163,163,164,164,159
Hessen,Manufacture of basic metals  Local units - number,37,37,168,172,170,170,161,158,152,164,158
Hessen,Other mining and quarrying  Local units - number,90,85,224,195,185,171,163,163,164,162,157
Hessen,Sewerage  Local units - number,39,40,44,44,43,47,48,47,44,44,156
Hessen,Manufacture of basic pharmaceutical products and pharmaceutical preparations  Local units - number,38,34,190,175,157,154,157,162,157,172,153
Hessen,Air transport  Local units - number,127,120,245,123,115,118,201,147,229,267,133
Hessen,Manufacture of other transport equipment  Local units - number,15,14,83,80,75,73,81,84,81,71,70
Hessen,Water transport  Local units - number,40,36,26,27,44,29,38,35,44,52,53
Hessen,Manufacture of wearing apparel  Local units - number,14,11,68,72,67,49,45,39,37,41,36
Hessen,Manufacture of leather and related products  Local units - number,16,13,63,49,49,43,43,38,37,36,35
Hessen,Programming and broadcasting activities  Local units - number,23,21,25,133,31,34,28,35,36,35,35
Hessen,Manufacture of coke and refined petroleum products  Local units - number,2,2,11,10,10,10,10,10,9,5,9
Hessen,Extraction of crude petroleum and natural gas  Local units - number,0,0,0,0,0,0,0,0,0,2,2
Hessen,Mining of coal and lignite  Local units - number,0,0,0,0,0,0,0,0,0,0,0
Hessen,Mining of metal ores  Local units - number,0,0,0,0,0,0,0,0,0,0,0
Hessen,Mining support service activities  Local units - number,,0,0,0,0,0,0,0,0,0,0
Hessen,Manufacture of tobacco products  Local units - number,0,0,0,0,0,0,0,0,0,0,0
Hessen,Extraction of crude petroleum and natural gas  Persons employed - number,0,0,0,0,0,0,0,0,0,,
Hessen,Other mining and quarrying  Persons employed - number,1624,1476,1598,1381,1273,1153,1170,1209,1283,,
Hessen,Manufacture of leather and related products  Persons employed - number,,,,,,,,,,,
Hessen,Manufacture of coke and refined petroleum products  Persons employed - number,,,,,,,,,,,
Hessen,"Waste collection, treatment and disposal activities; materials recovery  Persons employed - number",,,,,,,,,,,
Hessen,Remediation activities and other waste management services  Persons employed - number,,,,,,,,,,,
Hessen,Manufacturing  Persons employed - number,404303,383108,448547,459685,461241,459128,463348,463283,459866,464015,469334
Hessen,Wholesale and retail trade; repair of motor vehicles and motorcycles  Persons employed - number,395954,477252,473631,504628,490973,398517,420618,431884,438901,445599,449635
Hessen,Administrative and support service activities  Persons employed - number,285898,271257,293800,337658,329413,341535,356127,357293,398338,391087,379226
Hessen,Transportation and storage  Persons employed - number,216351,224207,218279,238124,236944,252071,269377,259639,277099,275585,289986
Hessen,"Professional, scientific and technical activities  Persons employed - number",182681,190060,184972,197044,200054,214138,235963,234277,253815,255881,267491
Hessen,Accommodation and food service activities  Persons employed - number,109815,151996,151460,158588,158646,150484,166297,173787,196714,201994,203054
Hessen,"Retail trade, except of motor vehicles and motorcycles  Persons employed - number",210850,244962,244078,258026,250033,166860,177213,187872,194286,197910,197572
Hessen,"Wholesale trade, except of motor vehicles and motorcycles  Persons employed - number",130681,170276,167998,181978,177198,170617,180753,181002,180196,180651,180474
Hessen,Construction  Persons employed - number,42307,109947,113522,118349,125558,126776,140127,141614,149849,156861,164684
Hessen,Food and beverage service activities  Persons employed - number,79887,115964,117101,122835,121905,115695,128566,135363,159679,164220,164419
Hessen,Information and communication  Persons employed - number,116766,121632,119534,123050,126859,129306,126504,124413,127670,132031,140962
Hessen,Warehousing and support activities for transportation  Persons employed - number,105294,105062,103115,106368,105483,108958,118984,113294,123791,127486,138265
Hessen,Services to buildings and landscape activities  Persons employed - number,69310,79878,77760,90060,91805,95404,113812,116579,126528,132131,135395
Hessen,Employment activities  Persons employed - number,143697,105736,130922,139152,130031,127514,134158,128118,150885,139927,122911
Hessen,Specialised construction activities  Persons employed - number,6254,80096,83823,86354,93203,94044,108397,110620,113221,117053,122833
Hessen,Land transport and transport via pipelines  Persons employed - number,81080,85759,82492,95571,95844,101637,101242,99918,105894,108018,109317
Hessen,"Computer programming, consultancy and related activities  Persons employed - number",55056,61608,56520,80480,83485,90391,88538,87830,92567,95877,103973
Hessen,Legal and accounting activities  Persons employed - number,58890,61951,58432,62842,64070,64708,65968,67293,72661,72759,73336
Hessen,Wholesale and retail trade and repair of motor vehicles and motorcycles  Persons employed - number,54423,62014,61555,64623,63741,61040,62653,63010,64419,67039,71589
Hessen,Activities of head offices; management consultancy activities  Persons employed - number,39811,40046,40487,41218,41689,44860,52446,49588,62546,64192,69766
Hessen,"Office administrative, office support and other business support activities  Persons employed - number",37043,48682,45016,60887,58320,69593,59661,61267,62888,64135,66827
Hessen,Architectural and engineering activities; technical testing and analysis  Persons employed - number,43759,42174,43388,47922,47007,51671,60911,59045,60764,60011,62299
Hessen,Retail sale of other goods in specialised stores  Persons employed - number,71427,78921,80603,81275,77522,53197,58753,60412,61869,65966,62126
Hessen,"Manufacture of motor vehicles, trailers and semi-trailers  Persons employed - number",,47654,54165,55000,56290,56621,57940,60202,60206,61154,60665
Hessen,Retail sale in non-specialised stores  Persons employed - number,68107,84649,79789,83277,82312,52555,52753,60181,52646,54798,58624
Hessen,Manufacture of machinery and equipment n.e.c.  Persons employed - number,45316,42394,49007,50719,50702,50291,50989,51612,51142,52013,53348
Hessen,Wholesale of household goods  Persons employed - number,42205,60173,56911,59740,56272,57989,61429,56484,56129,58061,48399
Hessen,Manufacture of chemicals and chemical products  Persons employed - number,30408,37732,45093,45570,45693,45540,45349,44379,43062,43683,43717
Hessen,"Manufacture of fabricated metal products, except machinery and equipment  Persons employed - number",41663,36271,41989,43648,43329,42997,43736,40496,39513,40712,41367
Hessen,Manufacture of rubber and plastic products  Persons employed - number,34391,32235,38951,39717,40027,40571,40945,40462,40376,40708,40930
Hessen,Real estate activities  Persons employed - number,40048,31021,23080,24659,25800,28360,30905,29639,39270,38482,39315
Hessen,Accommodation  Persons employed - number,29928,36032,34360,35753,36741,34788,37730,38424,37035,37773,38635
Hessen,Sale of motor vehicles  Persons employed - number,31055,32695,30857,32508,31314,28126,28943,26915,30697,33680,35755
Hessen,"Wholesale of other machinery, equipment and supplies  Persons employed - number",16876,21777,23062,24206,24413,24280,26027,30309,31238,31301,35492
Hessen,Other specialised wholesale  Persons employed - number,22262,28290,28723,32064,31773,36427,37794,36765,35278,36036,35069
Hessen,Manufacture of food products  Persons employed - number,29342,28050,33091,33639,33065,32672,33304,33178,33327,33452,33924
Hessen,Postal and courier activities  Persons employed - number,19242,23765,22737,26147,26047,31082,37030,34377,34644,27925,30492
Hessen,"Manufacture of computer, electronic and optical products  Persons employed - number",22491,22354,24571,26189,26692,26836,26424,27753,28101,29460,30237
Hessen,Manufacture of electrical equipment  Persons employed - number,48613,27204,30538,31509,31485,29913,30285,27980,27772,27003,27493
Hessen,Security and investigation activities  Persons employed - number,15517,17834,16752,20790,22922,21019,22987,22597,29350,26699,26132
Hessen,Manufacture of basic pharmaceutical products and pharmaceutical preparations  Persons employed - number,28979,20282,22548,22182,22544,22808,23565,24585,24357,24665,25349
Hessen,Construction of buildings  Persons employed - number,28943,16295,16523,16965,17454,17577,16918,16687,21821,23867,25085
Hessen,"Other professional, scientific and technical activities  Persons employed - number",14896,17479,16755,18281,19229,18845,17486,17747,20087,22079,24673
Hessen,"Retail sale of food, beverages and tobacco in specialised stores  Persons employed - number",10405,12322,13405,13443,13767,13001,15832,15412,27732,24444,23696
Hessen,Wholesale of information and communication equipment  Persons employed - number,16583,15573,18432,21727,19606,14995,16145,15948,18242,17314,22730
Hessen,"Wholesale of food, beverages and tobacco  Persons employed - number",15989,17568,19114,20298,20143,17337,18394,20164,22701,22099,22236
Hessen,Advertising and market research  Persons employed - number,16977,18953,16930,15325,16493,22184,20851,18752,21052,20948,21100
Hessen,"Electricity, gas, steam and air conditioning supply  Persons employed - number",15200,15243,14882,14763,14950,15028,15199,15628,15862,15801,20958
Hessen,Maintenance and repair of motor vehicles  Persons employed - number,13094,16985,18309,18416,18693,19249,21152,22293,20291,19633,19482
Hessen,Repair and installation of machinery and equipment  Persons employed - number,16751,15616,18114,19336,18983,19378,19128,18704,18407,18730,18893
Hessen,"Travel agency, tour operator and other reservation service and related activities  Persons employed - number",11979,11687,16704,19521,19184,21465,17289,20063,19600,18838,18373
Hessen,Retail sale of other household equipment in specialised stores  Persons employed - number,26546,29420,28995,32502,30699,17271,18389,18426,19219,18814,17589
Hessen,Other manufacturing  Persons employed - number,12668,12920,17530,17742,17144,17676,18350,17966,18419,17799,17485
Hessen,Manufacture of basic metals  Persons employed - number,13524,12980,15248,16571,16701,16457,15397,17243,16980,16793,17290
Hessen,Civil engineering  Persons employed - number,7111,13556,13176,15030,14901,15155,14812,14307,14807,15941,16766
Hessen,"Retail trade not in stores, stalls or markets  Persons employed - number",9947,10634,11586,12754,13089,10965,11083,13391,13555,14591,15451
Hessen,"Water supply; sewerage, waste management and remediation activities  Persons employed - number",9621,9267,9789,10322,11116,10962,13265,13148,13584,14176,15361
Hessen,Sale of motor vehicle parts and accessories  Persons employed - number,8683,10558,10682,11759,11764,11862,10871,12373,11989,12246,14835
Hessen,Publishing activities  Persons employed - number,17995,18677,26306,22468,22514,19387,16668,16073,14937,15023,14780
Hessen,Scientific research and development  Persons employed - number,5697,6522,6179,8452,8561,8779,14928,18378,12618,11598,11805
Hessen,Air transport  Persons employed - number,10347,9197,9533,9662,9052,9940,11462,11512,12356,11685,11483
Hessen,Manufacture of other non-metallic mineral products  Persons employed - number,7706,7498,8671,8836,8930,9162,9319,10675,10636,10703,10877
Hessen,Information service activities  Persons employed - number,12563,8571,7658,9381,10829,9358,10362,9332,9018,9590,10455
Hessen,Retail sale of cultural and recreation goods in specialised stores  Persons employed - number,11100,12884,14116,17410,15830,8814,9595,9342,9129,8747,9657
Hessen,Rental and leasing activities  Persons employed - number,8352,7441,6647,7249,7151,6541,8219,8669,9088,9358,9588
Hessen,Manufacture of paper and paper products  Persons employed - number,8570,8336,9588,9512,9401,9312,9237,9226,9143,9387,9501
Hessen,Manufacture of beverages  Persons employed - number,5713,5807,7201,7297,7450,7397,7616,8056,8061,8113,8415
Hessen,Wholesale on a fee or contract basis  Persons employed - number,4929,10427,7738,8146,8692,6595,8091,8194,7683,7255,8319
Hessen,Retail sale of information and communication equipment in specialised stores  Persons employed - number,7756,8516,7664,9540,9251,6346,6655,6704,7534,7924,7974
Hessen,Manufacture of other transport equipment  Persons employed - number,4255,3719,6618,6293,6397,6191,6450,6552,6475,6548,6844
Hessen,Manufacture of furniture  Persons employed - number,5578,5245,5969,6165,6785,6670,6825,6403,6573,6442,6336
Hessen,Printing and reproduction of recorded media  Persons employed - number,8226,7161,8121,7836,7830,7223,7222,6988,6560,6300,6124
Hessen,Non-specialised wholesale trade  Persons employed - number,8394,12609,9916,11675,12242,10853,10530,10452,6410,5915,5555
Hessen,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials  Persons employed - number",4990,4470,5211,5463,5386,5407,5307,5201,5221,5297,5456
Hessen,Telecommunications  Persons employed - number,24263,25762,22904,4059,3601,3777,4191,4088,4488,4678,4777
Hessen,Veterinary activities  Persons employed - number,2650,2935,2800,3004,3005,3090,3373,3475,4087,4294,4511
Hessen,"Motion picture, video and television programme production, sound recording and music publishing activities  Persons employed - number",4110,4352,3470,3807,3854,3840,4162,4564,4125,4293,4427
Hessen,Manufacture of textiles  Persons employed - number,3226,2874,3278,3405,3472,3487,3512,3456,3375,3640,3709
Hessen,Repair of computers and personal and household goods  Persons employed - number,3476,3534,3436,2559,2268,2185,2549,2242,2708,2857,2931
Hessen,Wholesale of agricultural raw materials and live animals  Persons employed - number,3443,3859,4101,4122,4057,2141,2343,2686,2515,2670,2674
Hessen,Programming and broadcasting activities  Persons employed - number,2778,2662,2676,2855,2576,2553,2584,2527,2535,2571,2551
Hessen,"Water collection, treatment and supply  Persons employed - number",2237,2135,2130,2174,2182,2197,2193,2146,2429,2418,2406
Hessen,Sewerage  Persons employed - number,1629,1688,1707,1730,1717,1917,1793,1861,1866,1887,2081
Hessen,Mining and quarrying  Persons employed - number,1624,1476,1598,1381,1273,1153,1170,1209,1283,1970,1974
Hessen,"Sale, maintenance and repair of motorcycles and related parts and accessories  Persons employed - number",1591,1777,1708,1941,1970,1803,1686,1429,1442,1480,1517
Hessen,Retail sale of automotive fuel in specialised stores  Persons employed - number,4443,6436,6744,6647,6451,3767,2999,3311,1945,1873,1493
Hessen,Retail sale via stalls and markets  Persons employed - number,1120,1181,1175,1180,1112,945,1153,693,657,752,962
Hessen,Manufacture of wearing apparel  Persons employed - number,1146,835,1323,1291,1250,993,886,844,878,918,871
Hessen,Water transport  Persons employed - number,390,424,402,376,518,454,659,537,414,471,429
Hessen,Mining of coal and lignite  Persons employed - number,0,0,0,0,0,0,0,0,0,0,0
Hessen,Mining of metal ores  Persons employed - number,0,0,0,0,0,0,0,0,0,0,0
Hessen,Mining support service activities  Persons employed - number,,0,0,0,0,0,0,0,0,0,0
Hessen,Manufacture of tobacco products  Persons employed - number,0,0,0,0,0,0,0,0,0,0,0
Hessen,Mining and quarrying  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Hessen,Mining of coal and lignite  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Hessen,Extraction of crude petroleum and natural gas  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Hessen,Mining of metal ores  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Hessen,Other mining and quarrying  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Hessen,Mining support service activities  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Hessen,Manufacture of leather and related products  Share of employment in manufacturing total - percentage,,,,,,,,,,,
Hessen,Manufacture of coke and refined petroleum products  Share of employment in manufacturing total - percentage,,,,,,,,,,,
